Nr_Pairs = 48
Nr_NDD = 2
Nr_Arcs = 192
0	0.89
1	0.89
2	0.89
3	0.89
4	0.89
5	0.89
6	0.89
7	0.89
8	0.89
9	0.89
10	0.89
11	0.89
12	0.89
13	0.11
14	0.89
15	0.89
16	0.89
17	0.89
18	0.89
19	0.89
20	0.89
21	0.89
22	0.89
23	0.89
24	0.89
25	0.89
26	0.89
27	0.89
28	0.89
29	0.89
30	0.11
31	0.89
32	0.89
33	0.11
34	0.89
35	0.89
36	0.89
37	0.89
38	0.11
39	0.89
40	0.89
41	0.89
42	0.89
43	0.89
44	0.89
45	0.89
46	0.89
47	0.89
48	0.0
49	0.0
(0,8), 0, 1
(0,9), 0, 1
(0,11), 0, 1
(0,13), 0, 1
(0,26), 0, 1
(0,30), 0, 1
(0,32), 0, 1
(0,33), 0, 1
(0,38), 0, 1
(0,39), 0, 1
(1,7), 0, 1
(1,11), 0, 1
(1,12), 0, 1
(1,16), 0, 1
(1,22), 0, 1
(1,24), 0, 1
(1,36), 0, 1
(1,39), 0, 1
(2,5), 0, 1
(2,10), 0, 1
(2,19), 0, 1
(2,22), 0, 1
(2,30), 0, 1
(2,34), 0, 1
(2,38), 0, 1
(4,5), 0, 1
(4,16), 0, 1
(4,24), 0, 1
(5,18), 0, 1
(5,36), 0, 1
(6,36), 0, 1
(6,45), 0, 1
(7,13), 0, 1
(7,23), 0, 1
(7,33), 0, 1
(7,36), 0, 1
(7,38), 0, 1
(7,47), 0, 1
(8,18), 0, 1
(8,22), 0, 1
(8,36), 0, 1
(8,44), 0, 1
(9,11), 0, 1
(9,12), 0, 1
(9,39), 0, 1
(10,12), 0, 1
(10,39), 0, 1
(10,40), 0, 1
(11,13), 0, 1
(11,21), 0, 1
(11,28), 0, 1
(11,29), 0, 1
(11,30), 0, 1
(11,33), 0, 1
(11,38), 0, 1
(11,43), 0, 1
(11,44), 0, 1
(11,45), 0, 1
(13,11), 0, 1
(13,18), 0, 1
(14,0), 0, 1
(15,3), 0, 1
(15,11), 0, 1
(15,13), 0, 1
(15,19), 0, 1
(15,30), 0, 1
(15,33), 0, 1
(15,34), 0, 1
(15,38), 0, 1
(15,40), 0, 1
(15,46), 0, 1
(16,30), 0, 1
(16,38), 0, 1
(17,2), 0, 1
(17,7), 0, 1
(17,8), 0, 1
(17,13), 0, 1
(17,25), 0, 1
(17,30), 0, 1
(17,31), 0, 1
(17,33), 0, 1
(17,35), 0, 1
(17,38), 0, 1
(18,39), 0, 1
(19,24), 0, 1
(19,44), 0, 1
(20,30), 0, 1
(20,38), 0, 1
(21,3), 0, 1
(21,13), 0, 1
(21,30), 0, 1
(21,33), 0, 1
(21,38), 0, 1
(22,14), 0, 1
(22,30), 0, 1
(22,33), 0, 1
(22,38), 0, 1
(22,41), 0, 1
(23,45), 0, 1
(24,9), 0, 1
(24,13), 0, 1
(24,15), 0, 1
(24,22), 0, 1
(24,30), 0, 1
(24,36), 0, 1
(24,38), 0, 1
(25,12), 0, 1
(25,13), 0, 1
(25,14), 0, 1
(25,16), 0, 1
(25,21), 0, 1
(25,28), 0, 1
(25,30), 0, 1
(25,33), 0, 1
(25,34), 0, 1
(25,39), 0, 1
(26,13), 0, 1
(26,18), 0, 1
(26,30), 0, 1
(26,33), 0, 1
(26,38), 0, 1
(26,42), 0, 1
(27,7), 0, 1
(27,22), 0, 1
(28,0), 0, 1
(28,39), 0, 1
(29,5), 0, 1
(29,11), 0, 1
(30,4), 0, 1
(30,11), 0, 1
(30,13), 0, 1
(30,22), 0, 1
(30,27), 0, 1
(30,28), 0, 1
(30,33), 0, 1
(30,38), 0, 1
(30,39), 0, 1
(30,40), 0, 1
(30,45), 0, 1
(31,22), 0, 1
(32,10), 0, 1
(32,17), 0, 1
(32,45), 0, 1
(33,44), 0, 1
(34,7), 0, 1
(34,11), 0, 1
(34,13), 0, 1
(34,16), 0, 1
(34,22), 0, 1
(34,33), 0, 1
(34,38), 0, 1
(34,47), 0, 1
(35,7), 0, 1
(35,25), 0, 1
(35,30), 0, 1
(35,31), 0, 1
(35,38), 0, 1
(35,44), 0, 1
(35,45), 0, 1
(37,11), 0, 1
(39,11), 0, 1
(39,13), 0, 1
(39,21), 0, 1
(39,22), 0, 1
(39,29), 0, 1
(39,30), 0, 1
(39,33), 0, 1
(39,38), 0, 1
(39,43), 0, 1
(40,30), 0, 1
(40,38), 0, 1
(42,3), 0, 1
(42,4), 0, 1
(42,13), 0, 1
(42,27), 0, 1
(42,29), 0, 1
(42,30), 0, 1
(42,39), 0, 1
(44,18), 0, 1
(46,2), 0, 1
(46,20), 0, 1
(46,30), 0, 1
(46,33), 0, 1
(46,37), 0, 1
(46,38), 0, 1
(46,40), 0, 1
(46,45), 0, 1
(47,22), 0, 1
(48,11), 0, 1
(48,45), 0, 1
(49,26), 0, 1
(49,45), 0, 1
