Nr_Pairs = 20
Nr_NDD = 0
Nr_Arcs = 127
0	0.5
1	0.92
2	0.5
3	0.10
4	0.5
5	0.28
6	0.28
7	0.28
8	0.28
9	0.28
10	0.90
11	0.28
12	0.28
13	0.10
14	0.10
15	0.5
16	0.10
17	0.10
18	0.5
19	0.5
(0,2), 0, 1
(0,5), 0, 1
(0,13), 0, 1
(0,16), 0, 1
(0,18), 0, 1
(0,19), 0, 1
(1,0), 0, 1
(1,4), 0, 1
(1,5), 0, 1
(2,0), 0, 1
(3,0), 0, 1
(3,4), 0, 1
(3,5), 0, 1
(4,2), 0, 1
(4,5), 0, 1
(4,8), 0, 1
(4,13), 0, 1
(4,16), 0, 1
(4,18), 0, 1
(4,19), 0, 1
(5,2), 0, 1
(5,8), 0, 1
(5,13), 0, 1
(5,16), 0, 1
(5,18), 0, 1
(5,19), 0, 1
(6,2), 0, 1
(6,5), 0, 1
(6,8), 0, 1
(6,13), 0, 1
(6,16), 0, 1
(6,18), 0, 1
(6,19), 0, 1
(7,2), 0, 1
(7,8), 0, 1
(7,13), 0, 1
(7,16), 0, 1
(7,18), 0, 1
(8,0), 0, 1
(8,2), 0, 1
(8,3), 0, 1
(8,4), 0, 1
(8,5), 0, 1
(8,6), 0, 1
(8,7), 0, 1
(8,9), 0, 1
(8,11), 0, 1
(8,13), 0, 1
(8,14), 0, 1
(8,15), 0, 1
(8,16), 0, 1
(8,17), 0, 1
(8,18), 0, 1
(9,5), 0, 1
(10,2), 0, 1
(10,5), 0, 1
(10,8), 0, 1
(10,13), 0, 1
(10,16), 0, 1
(10,18), 0, 1
(10,19), 0, 1
(11,2), 0, 1
(11,5), 0, 1
(11,13), 0, 1
(11,16), 0, 1
(11,18), 0, 1
(11,19), 0, 1
(12,2), 0, 1
(12,5), 0, 1
(12,8), 0, 1
(12,13), 0, 1
(12,16), 0, 1
(12,18), 0, 1
(12,19), 0, 1
(13,0), 0, 1
(13,2), 0, 1
(13,3), 0, 1
(13,4), 0, 1
(13,5), 0, 1
(13,6), 0, 1
(13,7), 0, 1
(13,8), 0, 1
(13,9), 0, 1
(13,11), 0, 1
(13,14), 0, 1
(13,15), 0, 1
(13,16), 0, 1
(13,17), 0, 1
(13,18), 0, 1
(13,19), 0, 1
(14,2), 0, 1
(14,5), 0, 1
(14,8), 0, 1
(14,16), 0, 1
(14,18), 0, 1
(14,19), 0, 1
(15,2), 0, 1
(15,13), 0, 1
(15,16), 0, 1
(15,18), 0, 1
(16,0), 0, 1
(16,4), 0, 1
(16,5), 0, 1
(17,2), 0, 1
(17,5), 0, 1
(17,13), 0, 1
(17,16), 0, 1
(17,18), 0, 1
(17,19), 0, 1
(18,0), 0, 1
(18,4), 0, 1
(19,0), 0, 1
(19,2), 0, 1
(19,3), 0, 1
(19,4), 0, 1
(19,5), 0, 1
(19,7), 0, 1
(19,8), 0, 1
(19,9), 0, 1
(19,11), 0, 1
(19,12), 0, 1
(19,13), 0, 1
(19,14), 0, 1
(19,15), 0, 1
(19,16), 0, 1
(19,17), 0, 1
(19,18), 0, 1
